song_id,tempo,chroma_mean,mfcc_mean,rmse_mean,centroid_mean,bandwidth_mean,contrast_mean,rolloff_mean,zcr_mean,tonnetz_mean,valence_mean,valence_std,arousal_mean,arousal_std
71,117.45383522727273,0.39054498,13.645696,0.55858546,1833.2488249647165,2300.0617050203064,21.218055153224103,3661.860249601218,0.03761389452822893,0.040076499732816566,5.9,1.51,3.7,0.78
72,143.5546875,0.44117776,7.09218,0.23502108,3062.587561149895,3216.5223636431833,21.1818209942962,6395.228201676005,0.07747270052485832,0.030156288597830018,6.7,1.73,5.6,2.01
73,105.46875,0.4230381,2.3003983,0.17117256,1740.3193774479478,2534.8906215997163,24.420526163059844,3317.749627185568,0.033916428186179806,0.03185700172796921,5.8,1.72,5.6,1.74
74,89.10290948275862,0.44166616,-14.279911,0.063165255,1832.781288164791,2129.4299152165104,21.499888982767246,3393.9414606293503,0.04761126115783707,3.46920988879467e-05,3.0,1.67,4.3,1.42
76,198.76802884615384,0.6210967,8.94129,0.31045014,691.2957617563638,1071.854906813927,19.117337530650275,1299.8083127900231,0.011471902995295179,-0.002288176185102395,4.3,1.42,3.2,1.83
77,120.18531976744185,0.43837115,5.876644,0.28684664,2051.36696649955,2414.8871581694925,22.697313983413103,4298.008469583817,0.04647344877868007,0.045090118495964705,4.2,2.04,2.9,1.14
78,101.33272058823529,0.43664604,-3.5572517,0.08947016,1727.2642175569592,2842.2825616547293,23.674456919214272,3262.893683838457,0.02534631589971642,-0.02285585595209299,3.4,1.56,3.9,1.92
79,151.99908088235293,0.44887716,-2.2698257,0.084024936,2871.8631710446734,2919.152100376738,22.569512323893772,5821.531163899362,0.06960078507669502,0.0034247478956802974,5.5,2.11,5.5,1.36
80,83.35433467741936,0.5582644,3.0834167,0.19022234,2273.206664776616,2726.722785736046,20.08301364052863,4811.095568791055,0.046473381753928386,0.04404218312807874,6.0,1.34,5.1,1.37
81,123.046875,0.47265306,13.474541,0.37493286,2022.939499953626,2447.187325561032,21.747243715277353,4260.959591611079,0.04587766760924207,0.01644338539895718,6.1,1.92,3.9,1.7
82,63.802083333333336,0.35126802,-1.8515347,0.14718482,1754.6910132087075,2824.858721530559,25.176107194710838,3863.003348861659,0.02630072384957463,-0.0003781995957839093,2.9,1.45,3.5,1.63
83,129.19921875,0.4466722,-7.0395517,0.05386988,2838.257708643642,2737.0441193597876,21.045245605409445,5476.061756815545,0.07972365219773138,-0.02628585865562366,6.1,1.04,5.8,1.72
84,166.70866935483872,0.4648817,3.4473584,0.14657597,2507.820649178376,2595.5663680826437,21.17114893490215,4947.084236439819,0.06711464773312725,0.014097624837573035,5.9,2.02,5.6,1.74
85,161.4990234375,0.51993436,1.1924887,0.09493719,2490.512675200189,2943.779747812154,21.12319687909035,5458.014723209107,0.053336324197602474,0.03273621375495357,7.1,1.14,6.2,1.6
86,198.76802884615384,0.55010056,3.884113,0.14451176,3810.2685848973447,3915.1334871955655,21.42470499477766,8256.452444274053,0.08930528219184698,0.01566665123168975,5.4,1.62,5.6,1.2
87,99.38401442307692,0.48869398,8.48229,0.33137047,1118.8715865265344,1306.7511193463222,20.125374034425338,2163.021902470537,0.028527850898377127,0.02801500660339894,5.3,2.45,2.6,0.92
88,129.19921875,0.577163,10.142423,0.25599545,2193.2548283975525,2839.0245579360712,20.947668985337348,4776.718387470998,0.03798045163057489,0.02717878027984937,6.7,1.73,5.5,1.28
89,83.35433467741936,0.47457767,1.1153035,0.10956145,1567.3698917664449,2081.9687331767145,20.493980191580167,3103.915268486766,0.03347933974111283,-0.016336735472412975,4.5,2.29,4.8,2.04
90,97.50884433962264,0.55635756,2.3199203,0.13149829,1979.0568392343848,3007.192767586688,22.763221118016816,4271.1125039243625,0.030350918502060793,0.022013796803219493,4.3,1.73,4.2,1.72
91,120.18531976744185,0.6112319,-7.4851675,0.047757942,3033.6752278337917,3233.12071005746,20.655156827024044,6378.060436690977,0.06771688643096342,-0.005514967910892373,4.5,1.43,5.5,1.2
92,103.359375,0.428483,9.295806,0.45077634,2130.7025621763546,2566.8951151076135,20.65522410837989,4124.856458896831,0.050031344587197324,0.011082063781217111,5.8,2.18,4.7,1.79
93,89.10290948275862,0.43830675,1.5982376,0.14701353,2819.4559805030126,3371.2789506580084,21.884890451333735,6217.158952972011,0.058743845215472816,0.011900150547338017,7.2,0.75,6.0,1.73
95,89.10290948275862,0.40604547,-10.69567,0.037130468,1372.2879905782263,2031.777688584934,24.901272308932242,2742.5435226888526,0.02658076337905719,0.11338227640130752,3.3,1.85,4.6,2.2
96,151.99908088235293,0.4231359,-5.736355,0.05994968,2882.845568226408,3304.2223038443904,22.145334527970057,6371.386844563257,0.055794153407626904,-0.012749557884398782,6.8,1.33,6.9,1.3
98,147.65625,0.40335926,2.1215124,0.16169694,1714.9400578103553,1703.0171910105412,21.291029460121887,3200.3265522362826,0.05624806297494848,0.027252086694240736,4.3,1.73,2.7,1.42
99,126.04801829268293,0.4745521,1.6463568,0.12323787,2018.6573742261767,2553.8075576071324,21.093519486859588,3952.4335892183876,0.04772895720546533,0.030485494607671523,4.3,1.85,4.1,1.97
101,156.60511363636363,0.32739234,-24.37185,0.031494096,1224.401482542222,1643.1299977385527,25.378678255548675,2149.265502741016,0.030253438345247297,0.15227313409255724,3.4,1.62,2.8,0.87
102,161.4990234375,0.4399721,2.823389,0.19058003,1355.7197511367997,1338.2108370070987,21.358264494023235,2615.7461269561436,0.0372555323447965,-0.017690860767667516,6.5,0.92,5.4,1.56
103,74.89809782608695,0.58808166,9.71937,0.33448535,1032.928450617475,1474.9909937277073,19.78221259792233,2111.2468076820905,0.016422199011463162,-0.025908050553489544,5.6,1.91,3.3,1.79
104,107.666015625,0.5164176,8.136033,0.26267943,2000.9854600624697,2361.271921028922,21.47244146818327,3949.33478283182,0.04503709025631118,0.06425615701127593,6.1,1.81,3.3,1.79
105,107.666015625,0.5037556,5.036736,0.1907688,2358.0297600741133,2782.206154459525,21.46626773769681,4745.3699315349695,0.05231074510561566,0.02479775078583529,6.5,1.43,5.0,1.41
106,135.99917763157896,0.3643153,-1.5898951,0.14185253,2028.59850775098,2563.4267980622267,25.39093564885184,3860.9549467082365,0.04623830843967518,0.015641649747235944,4.6,1.5,3.3,1.19
107,117.45383522727273,0.45419177,7.8014035,0.27517268,1725.005830683231,1951.9974796698975,21.27922605313192,3365.929977523202,0.0464068592501289,0.031264758697941444,6.0,2.0,4.8,2.14
108,117.45383522727273,0.43548405,-5.654976,0.08842524,3544.948945453764,3575.715210153384,22.56632353661872,7245.326402364886,0.0922852820632569,-0.06264722137898449,4.5,1.63,4.2,1.94
109,172.265625,0.36744472,4.8587933,0.40774563,1308.7338391388728,1739.475559374738,23.485756232246565,2485.52229100203,0.02873042343387471,-0.019157542001794665,4.4,2.24,4.5,1.5
110,97.50884433962264,0.43430105,12.075645,0.413936,1178.393628348687,1547.9094574985043,20.82236733108359,2171.6782147259282,0.03197329571087909,0.04033679419390303,4.4,1.8,2.8,0.87
111,95.703125,0.35849413,-24.38668,0.04806607,1285.8681317516575,902.5210905516,21.52150514982857,2357.855210448086,0.04858304028905646,0.010100591626163143,5.3,1.27,5.3,1.42
112,126.04801829268293,0.38566852,2.100456,0.22613448,2525.0681576172606,2727.132740608859,21.61524598341569,4900.122126957656,0.06297128770301624,0.0016388766336897734,6.8,0.98,6.4,1.56
113,99.38401442307692,0.5725602,7.9199953,0.19138981,1666.091102046359,2121.8450061185663,20.12905511868486,3342.648138413573,0.040247264920082494,0.038293252892349236,5.4,1.28,3.8,0.87
114,92.28515625,0.4040281,-3.157262,0.08659701,1882.836453050166,2583.4462023847623,23.586347999304536,3935.1803808367167,0.03829993031386955,-0.039509054288789425,4.8,0.75,5.7,0.9
115,132.51201923076923,0.43249395,1.5333529,0.2079639,2632.118841832571,2604.641496323533,20.722358965658973,5038.575388511882,0.07491004153786708,-0.010063052506883854,8.4,0.66,7.8,1.17
116,156.60511363636363,0.44957605,7.8641396,0.26156342,2182.475234878585,2957.3662482187206,21.67941527999551,4795.5974313538445,0.037784692370234414,0.023874429096974712,4.4,1.56,3.9,1.22
117,120.18531976744185,0.3338273,-17.987818,0.043741018,1323.8288048600864,1604.8130369014507,23.246945756678077,2516.0391017537363,0.03406242954457614,-0.04736026402306777,3.9,1.45,5.0,1.73
118,166.70866935483872,0.61143744,2.7231336,0.09995584,1940.874594478582,2612.1862297167704,21.20290160967603,4029.676594800522,0.03859031869848017,0.0062856183902743985,4.9,1.92,4.6,1.85
119,83.35433467741936,0.3869357,-5.224368,0.10085657,1575.6572409710825,1272.3431453404921,22.874226739885433,2640.2081119590416,0.06769248494654817,-0.052912948110585646,4.3,2.28,3.2,1.25
120,103.359375,0.40811205,-12.503395,0.03936396,1852.9230473997957,2389.4328326044756,24.442826972321836,3638.7230426487636,0.04330798094571097,0.040118145143420776,3.8,1.6,5.0,1.61
121,69.83741554054055,0.3389646,-13.124189,0.0655349,2816.3968190529313,3083.962707040493,25.651994768872907,5923.1963049231435,0.053603941093065224,-0.0018803040124306231,3.1,0.83,3.9,1.51
122,126.04801829268293,0.4241103,11.33324,0.35808173,1768.6960376374095,2189.9719632167335,22.143956274762743,3494.463894356163,0.042347266832496136,0.035954825436614934,5.5,1.91,4.6,1.85
123,117.45383522727273,0.49350992,3.4278293,0.120499834,2444.638345629641,2707.965283175162,21.944971940186676,4979.03028928997,0.06088191570310487,0.03545152207114309,6.1,1.58,6.2,1.47
124,107.666015625,0.38435626,0.652131,0.21116893,1241.6272802221565,1600.2308003007663,22.618221326870554,2014.8116888413574,0.03413676305910028,0.02293628258007131,3.7,1.27,2.8,0.75
125,70.79409246575342,0.39667484,5.3393087,0.2366433,1254.511513140537,1718.5196514265585,22.748743302657235,2415.282636673434,0.030782614518883734,0.02707563423040987,4.5,1.86,4.2,1.33
126,156.60511363636363,0.3572654,0.62267697,0.1417814,1568.8039523808827,2345.8321375401238,24.49339329669732,2911.181451953729,0.0329986053419629,-0.024033760388965177,5.1,1.64,6.1,1.37
127,198.76802884615384,0.2673924,-21.44846,0.06030183,670.9687452043038,506.3942240854875,25.050646494874627,1007.5619822860317,0.02492775148119526,0.09919426259162599,3.0,1.84,5.3,1.68
128,258.3984375,0.32900178,-7.6018996,0.13192773,562.9871104798586,515.0152357485214,22.228860239910606,895.4972469088099,0.020071730301713036,0.017275416106962337,3.6,1.43,4.0,1.55
129,103.359375,0.37768048,-0.7493173,0.15939398,1429.4671328536856,2167.6420497807617,22.618809971372244,2759.7334754153785,0.028947078463098918,0.030498418458029728,4.2,1.72,6.0,1.67
130,99.38401442307692,0.4453739,-13.919137,0.057970878,1268.1216473784316,1679.7441148580353,22.546625792274625,2766.5142156685033,0.028357194790861046,0.0501627069166351,3.3,1.42,4.2,1.33
131,126.04801829268293,0.52556425,-0.0860043,0.11083401,1679.7015143167037,2146.755250666459,20.348299306095303,3556.5562889417506,0.035834334548879444,-0.005515615211990025,6.1,1.04,4.9,1.64
133,147.65625,0.31755492,-5.267518,0.14211419,1074.0420609162627,1468.1663015083286,20.323983529135496,1931.8819333671693,0.021445226902874454,-0.015877933379772054,2.8,1.99,2.2,1.17
134,93.96306818181819,0.45687336,-3.3807812,0.08616496,2122.218107205341,2534.078145092531,23.15952560489355,4585.978743539896,0.049982918960909326,-0.044200204565666056,5.4,1.74,6.0,1.18
135,117.45383522727273,0.24047959,-23.043182,0.037166648,1733.6020946513158,1925.9877539058582,26.972019013578354,2998.395916851816,0.048149034204340545,-0.06783545556767108,3.7,2.24,3.5,1.43
136,101.33272058823529,0.5107227,6.8982553,0.17801401,3435.0532660588265,3800.313431771117,21.563583838668475,7742.560451711137,0.0751729061936066,-0.008128236648630301,6.8,1.33,6.2,1.08
137,191.40625,0.2594873,-27.103174,0.008988621,919.6283879884867,1004.2069309632653,25.301540541892688,1675.6429225275522,0.02642836426914153,0.09109284050121612,4.3,1.68,5.8,1.33
138,93.96306818181819,0.42691445,-9.085682,0.07784016,708.5940842351997,856.9813902694892,22.4357239219684,1147.1949864760434,0.019733505602782073,0.004130981142064109,3.8,2.64,2.4,0.92
140,99.38401442307692,0.53086936,1.4983063,0.12324592,768.2794861979368,935.1834728227618,21.891792241686936,1552.0103301294437,0.021282622520607933,0.0827188966258126,4.2,1.47,4.5,2.01
142,95.703125,0.3406525,-11.434188,0.07959204,959.1772549204272,997.6251438978442,23.82506389337826,1771.3638895261786,0.029579504564335394,0.09160880419415803,4.6,1.8,4.8,1.72
143,129.19921875,0.32369608,-20.986399,0.02753718,1138.0685102594634,1177.8491711972408,25.09409991349911,2298.5403676044084,0.03234778313515081,0.017367592043810613,4.0,1.73,4.9,1.45
144,117.45383522727273,0.3182168,-8.978656,0.06937569,1631.9616743883219,2089.8453249590384,25.668973146324007,3076.677829538863,0.04301331085653519,0.1373675774139738,3.4,1.11,4.7,0.9
145,90.66611842105263,0.29234254,-19.77534,0.06445242,870.0321720641309,1101.531096831938,26.910399402726206,1385.471034768745,0.0288322466422958,-0.04983917925189732,3.1,1.92,5.4,1.91
146,41.015625,0.21794108,-21.721514,0.059119765,590.4537335621069,726.4374706359619,24.743760687599945,712.7417956646979,0.021375069592370257,-0.05188807191613105,2.4,1.8,3.5,1.91
148,120.18531976744185,0.23452368,0.63892126,0.24505907,3780.828782182268,3967.6318178240917,24.83791283042905,8365.208091647331,0.09669353409383862,0.06923391273789513,4.7,1.19,5.0,2.05
149,198.76802884615384,0.46886048,-7.352778,0.056449153,768.7056387208603,1135.6433857146685,21.96988414934138,1262.4547566291537,0.021901086947771767,0.007183732325706778,3.4,1.85,3.1,1.92
150,135.99917763157896,0.27014458,-21.38716,0.11906729,2102.836715026547,1716.8824705945356,26.892519109128905,3601.601698448376,0.07410017280549111,0.0800332382132589,5.0,2.45,5.4,2.2
151,143.5546875,0.34192222,-10.831324,0.07090778,1003.2016773861859,1753.5713221203962,24.24808571655989,1656.5256864615533,0.020295620210265326,0.02588389178001597,4.0,1.95,4.5,1.28
152,101.33272058823529,0.3862172,-5.5571723,0.09920999,1993.6816690822238,2821.818299382831,22.36568672358732,4070.3689127101043,0.03688749758500773,-0.0030090855304677356,4.4,1.62,5.6,1.43
153,166.70866935483872,0.27167758,-15.381055,0.07870219,622.5971214868863,505.07907820576025,23.584478518700532,938.5414654173106,0.02359875104649665,0.08006186133322078,3.9,1.92,4.5,1.69
154,172.265625,0.35047153,-1.7768806,0.10831279,1159.6107637175191,1701.1112383001037,24.008812464225056,2042.7587966093508,0.033227903826957755,0.03898993541895716,4.2,1.66,4.1,1.87
155,99.38401442307692,0.29931724,-0.9359301,0.13509157,1292.467306249354,2034.5832212847058,22.867351511262573,2396.0874861137945,0.028996887678709428,0.022403485562831154,3.6,1.96,5.4,0.92
156,109.95678191489361,0.388798,-0.4716155,0.12879685,2754.3880694420286,3047.094767082409,22.085178354104812,5764.108988601237,0.06673906612248841,-0.00462720938757447,6.4,1.2,6.7,0.46
157,107.666015625,0.34040678,-25.03341,0.054164708,1561.6708543433008,1631.3909820463912,26.877122226771363,2901.585253755313,0.05609876110896445,0.08685208864623445,4.0,1.67,6.2,1.08
158,172.265625,0.23729691,-26.303083,0.04321009,797.657659644268,877.6798061386362,24.753824186988314,1141.9697733529754,0.027256458091834107,-0.058458968482019466,2.1,0.7,3.6,1.43
159,139.6748310810811,0.42578518,-7.8875957,0.0434703,664.0056721997257,1254.0718140288084,19.95495506269375,1006.202983119204,0.013589865887429161,0.004829957242055014,3.8,2.56,3.1,1.81
160,120.18531976744185,0.36046427,-3.4421709,0.08725794,1578.8928843359893,2016.5974091382016,22.62004326980663,2997.2421542938564,0.04491973672559248,0.03813001472937381,3.5,2.11,3.5,1.57
161,143.5546875,0.46113312,-10.362223,0.04234338,1002.2737143833386,1472.9393295691978,20.284947853637238,1769.2061316653787,0.02247754057187017,0.01264441717828873,6.3,1.19,3.5,1.91
162,178.20581896551724,0.26753646,-13.804281,0.07635057,893.3821441391243,920.205763931914,25.217778762547482,1589.9901966407458,0.028038689182444617,0.061251335000026344,3.7,1.68,4.6,1.02
163,97.50884433962264,0.4427906,-1.7463857,0.110154755,714.4450208202961,1058.829553530093,23.75418455749618,1361.7060712905718,0.016946956707238538,-0.0017976640104475988,3.6,1.28,4.5,1.36
164,161.4990234375,0.25996238,-9.970273,0.06314375,880.2774340167218,1278.4005774355223,24.857171669273015,1317.1586332954985,0.028731238528786708,-0.0456323522640039,4.1,1.7,2.9,1.97
166,161.4990234375,0.39743957,3.8536384,0.20035534,1944.5862387295945,2333.0234238901066,21.556049632556956,4108.6982361500195,0.039738697836166924,0.04378165444588268,3.1,1.45,4.2,1.08
167,103.359375,0.26494932,-17.004202,0.068917595,929.8095640758577,946.6422509718641,27.945136854612457,1733.3756661470418,0.028248310212039187,-0.0009811241649325861,2.7,1.35,3.3,1.62
168,123.046875,0.31301877,-11.565788,0.07127885,1227.3123578877228,1287.1507710417607,22.47166499861156,1987.3830843967517,0.04184277016466873,0.08043337129759674,3.3,1.35,3.4,1.56
169,105.46875,0.4454315,-4.630249,0.08866694,993.6268157010664,1706.1971401196,24.248984891106815,1727.2102839427164,0.017465551141486346,-0.002119928148492271,2.4,0.8,2.8,1.08
170,161.4990234375,0.32329035,-23.867807,0.030999383,825.3660337932289,922.1582317963838,25.22793028724704,1407.2186760408617,0.027193190325540958,0.06990635223734594,3.0,1.55,5.0,1.48
171,18.326130319148938,0.34589607,-13.843399,0.040073853,408.1550629309378,576.8635246476123,23.09919380148582,596.7226668155912,0.017211599610381247,0.030416746170574542,2.1,0.7,3.6,1.74
172,72.78829225352112,0.43069142,0.9468855,0.14915453,644.770155380522,797.606437511927,21.16011591692706,1143.1860408207656,0.019455597246390822,-0.10937847095542996,3.8,2.23,5.0,2.24
173,78.30255681818181,0.31104603,-15.438371,0.07870455,1133.2305293866466,1194.4521936397389,23.57136389672547,1774.1429041489566,0.039003760344216896,-0.00299204140371441,4.6,1.69,2.2,1.17
174,107.666015625,0.3598173,-3.614608,0.110173605,1331.9378016696812,1654.7542798633783,23.579141593661614,2529.5356573608965,0.03674850974851881,0.03568721837151931,4.0,1.61,3.8,1.4
175,86.1328125,0.3043077,-14.700027,0.07437509,2404.0089643951756,2193.8503252431083,26.54879499554084,4298.292487260916,0.07841957874484802,0.036485089371994676,3.7,1.35,4.3,1.55
